"Digestive organs and abdominal cavity,",Mouth,esophagus,stomach,small intestine,large intestine,rectum,anus,,,,,,,,
"Digestive organs and abdominal cavity.,",Mouth,esophagus,stomach,small intestine,large intestine,rectum,anus,,,,,,,,
"Digestive system,",Mouth,esophagus,stomach,small intestine,large intestine,rectum,anus,,,,,,,,
"Digestive system and abdomen,",Mouth,esophagus,stomach,small intestine,large intestine,rectum,anus,,,,,,,,
"Digestive system organ,",Mouth,esophagus,stomach,small intestine,large intestine,rectum,anus,,,,,,,,
"Digestive system organ or structure,",Mouth,esophagus,stomach,small intestine,large intestine,rectum,anus,,,,,,,,
"Digestive system vessel,",Mouth,esophagus,stomach,small intestine,large intestine,rectum,anus,,,,,,,,
"Digestive tract,",Mouth,esophagus,stomach,small intestine,large intestine,rectum,anus,,,,,,,,
"Digestive tract organs,",Mouth,esophagus,stomach,small intestine,large intestine,rectum,anus,,,,,,,,
"Distal Radius,",Distal Radius,,,,,,,,,,,,,,
"Distal phalanx of left great toe,",Phalanx,,,,,,,,,,,,,,
"Distal phalanx of left index finger,",Phalanx,,,,,,,,,,,,,,
"Distal phalanx of left lesser toe(s),",Phalanx,,,,,,,,,,,,,,
"Distal phalanx of left little finger,",Phalanx,,,,,,,,,,,,,,
"Distal phalanx of left middle finger,",Phalanx,,,,,,,,,,,,,,
"Distal phalanx of left ring finger,",Phalanx,,,,,,,,,,,,,,
"Distal phalanx of right index finger,",Phalanx,,,,,,,,,,,,,,
"Distal phalanx of right little finger,",Phalanx,,,,,,,,,,,,,,
"Distal phalanx of right ring finger,",Phalanx,,,,,,,,,,,,,,
"Distal phalanx of unspecified finger,",Phalanx,,,,,,,,,,,,,,
"Distal phalanx of unspecified finger.,",Phalanx,,,,,,,,,,,,,,
"Drowning and submersion due to falling or jumping from other burning powered watercraft affects the Lungs.,",lungs,,,,,,,,,,,,,,
"Duodenum,",Duodenum,,,,,,,,,,,,,,
"Ear,",Ear,,,,,,,,,,,,,,
"Ear Canal,",Ear,,,,,,,,,,,,,,
"Ear and External Auricular Canal,",Ear,,,,,,,,,,,,,,
"Ear and Mastoid Process,",Ear,,,,,,,,,,,,,,
"Ear and mastoid process,",Ear,,,,,,,,,,,,,,
"Ear canal,",Ear,,,,,,,,,,,,,,
"Ear drum,",Ear,,,,,,,,,,,,,,
"Ears,",Ear,,,,,,,,,,,,,,
"Ears.,",Ear,,,,,,,,,,,,,,
"Edentulous alveolar ridge,",Edentulous alveolar ridge,,,,,,,,,,,,,,
"Elbow,",Elbow,,,,,,,,,,,,,,
"Elbow.,",Elbow,,,,,,,,,,,,,,
"Embryo,",Embryo,,,,,,,,,,,,,,
"Endocrine Glands,",Endocrine Glands,,,,,,,,,,,,,,
"Endocrine System,",Hypothalamus,Pituitary Gland,Pineal Gland,Thyroid Gland,Parathyroid Glands,Adrenal Glands,Pancreas,Ovaries,Testes,Thymus,,,,,
"Endocrine gland,",Endocrine Glands,,,,,,,,,,,,,,
"Endocrine glands,",Endocrine glands,,,,,,,,,,,,,,
"Endocrine system,",Hypothalamus,Pituitary Gland,Pineal Gland,Thyroid Gland,Parathyroid Glands,Adrenal Glands,Pancreas,Ovaries,Testes,Thymus,,,,,
"Endocrine system organ,",Hypothalamus,Pituitary Gland,Pineal Gland,Thyroid Gland,Parathyroid Glands,Adrenal Glands,Pancreas,Ovaries,Testes,Thymus,,,,,
"Endocrine system organ or structure,",Hypothalamus,Pituitary Gland,Pineal Gland,Thyroid Gland,Parathyroid Glands,Adrenal Glands,Pancreas,Ovaries,Testes,Thymus,,,,,
"Endometrium,",Endometrium,,,,,,,,,,,,,,
"Entheses,",Entheses,,,,,,,,,,,,,,
"Epididymis,",Epididymis,,,,,,,,,,,,,,
"Epiglottis,",Epiglottis,,,,,,,,,,,,,,
"Esophagus,",Esophagus,,,,,,,,,,,,,,
"Ethmoidal sinus,",sinus,,,,,,,,,,,,,,
"Eustachian Tube,",Eustachian tube,,,,,,,,,,,,,,
"Eustachian tube,",Eustachian tube,,,,,,,,,,,,,,
"Extensor tendons,",Extensor tendons,,,,,,,,,,,,,,
"External Causes of Morbidity, Subsequent Encounter affects External Causes.,",External Causes of Morbidity,,,,,,,,,,,,,,
"External Ear,",Ear,,,,,,,,,,,,,,
"External Genital Organs,",penis,testes,scrotum,,,,,,,,,,,,
"External Genital Organs, Female,",vulva,vagina,uterus,fallopian tube,ovaries,,,,,,,,,,
"External ear,",Ear,,,,,,,,,,,,,,
"External ear canal,",Ear,,,,,,,,,,,,,,
"External eye,",eye,,,,,,,,,,,,,,
"External genital organ,",penis,testes,scrotum,,,,,,,,,,,,
"External genital organs,",penis,testes,scrotum,,,,,,,,,,,,
"External genital organs, female,",vulva,vagina,uterus,fallopian tube,ovaries,,,,,,,,,,
"External genital organs, female.,",vulva,vagina,uterus,fallopian tube,ovaries,,,,,,,,,,
"External genital organs, male,",penis,testes,scrotum,,,,,,,,,,,,
"External genital organs, male.,",penis,testes,scrotum,,,,,,,,,,,,
"External genitalia,",penis,testes,scrotum,,,,,,,,,,,,
"External genitals,",penis,testes,scrotum,,,,,,,,,,,,
"External jugular vein,",External jugular vein,,,,,,,,,,,,,,
"Extrahepatic bile ducts,",bile ducts,,,,,,,,,,,,,,
"Extraocular muscles,",Extraocular muscles,,,,,,,,,,,,,,
"Extraocular muscles of the left orbit,",Orbit,,,,,,,,,,,,,,
"Extremities,",Extremities,,,,,,,,,,,,,,
"Extremity,",Extremities,,,,,,,,,,,,,,
"Eye,",eye,,,,,,,,,,,,,,
"Eye and Orbit,",eye,Orbit,,,,,,,,,,,,,
"Eye and adnexa,",eye,adnexa,,,,,,,,,,,,,
"Eye and adnexa.,",eye,adnexa,,,,,,,,,,,,,
"Eye, Eyelid,",eye,,,,,,,,,,,,,,
"Eyeball,",eye,,,,,,,,,,,,,,
"Eyelashes,",eye,,,,,,,,,,,,,,
"Eyelid,",eye,,,,,,,,,,,,,,
"Eyelid and periocular area,",eye,periocular area,,,,,,,,,,,,,
"Eyelid and periocular area.,",eye,periocular area,,,,,,,,,,,,,
"Eyelid.,",eye,,,,,,,,,,,,,,
"Eyelids,",eye,,,,,,,,,,,,,,
"Eyes,",eye,,,,,,,,,,,,,,
"Eyes and Ears,",eye,ear,,,,,,,,,,,,,
"Eyes and Glands,",eye,,,,,,,,,,,,,,
"Eyes and ears.,",eye,ear,,,,,,,,,,,,,
"Eyes, Mouth,",eye,Mouth,,,,,,,,,,,,,
"Eyes, Mouth, Joints,",eye,Mouth,,,,,,,,,,,,,
"Eyes, teeth, ears,",eye,teeth,ear,,,,,,,,,,,,
"Eyes.,",eye,,,,,,,,,,,,,,
"Face,",Face,,,,,,,,,,,,,,
"Face and neck,",Face,neck,,,,,,,,,,,,,
"Face and neck.,",Face,neck,,,,,,,,,,,,,
"Face, head, and neck,",Face,skull,neck,,,,,,,,,,,,
"Facial Bones,",Facial Bones,,,,,,,,,,,,,,
"Facial Nerve,",Facial Nerve,,,,,,,,,,,,,,
"Facial features,",Facial features,,,,,,,,,,,,,,
"Facial nerve,",Facial Nerve,,,,,,,,,,,,,,
"Fallopian Tubes,",fallopian tube,,,,,,,,,,,,,,
"Fallopian tube,",fallopian tube,,,,,,,,,,,,,,
"Fallopian tubes,",fallopian tube,,,,,,,,,,,,,,
"Fallopian tubes and ovaries,",fallopian tube,ovaries,,,,,,,,,,,,,
"Fascia,",Fascia,,,,,,,,,,,,,,
"Feet,",Foot,,,,,,,,,,,,,,
"Feet and Toes,",Foot,,,,,,,,,,,,,,
"Female Genital Organs,",vulva,vagina,uterus,fallopian tube,ovaries,,,,,,,,,,
"Female breast,",Breasts,,,,,,,,,,,,,,
"Female external genital organs,",vulva,vagina,uterus,fallopian tube,ovaries,,,,,,,,,,
"Female genital area,",vulva,vagina,uterus,fallopian tube,ovaries,,,,,,,,,,
"Female genital organ,",vulva,vagina,uterus,fallopian tube,ovaries,,,,,,,,,,
"Female genital organ.,",vulva,vagina,uterus,fallopian tube,ovaries,,,,,,,,,,
"Female genital organs,",vulva,vagina,uterus,fallopian tube,ovaries,,,,,,,,,,
"Female genital organs and menstrual cycle.,",vulva,vagina,uterus,fallopian tube,ovaries,,,,,,,,,,
"Female genital region,",vulva,vagina,uterus,fallopian tube,ovaries,,,,,,,,,,
"Female genital tract,",vulva,vagina,uterus,fallopian tube,ovaries,,,,,,,,,,
"Female genitalia,",vulva,vagina,uterus,fallopian tube,ovaries,,,,,,,,,,
"Female pelvic inflammatory disorders: Pelvis,",Pelvis,,,,,,,,,,,,,,
"Female pelvic organs,",vulva,vagina,uterus,fallopian tube,ovaries,,,,,,,,,,
"Female reproductive organs,",vulva,vagina,uterus,fallopian tube,ovaries,,,,,,,,,,
"Female reproductive system,",vulva,vagina,uterus,fallopian tube,ovaries,,,,,,,,,,
"Female urinary-genital tract,",vulva,vagina,uterus,fallopian tube,ovaries,,,,,,,,,,
"Femoral,",Femoral,,,,,,,,,,,,,,
"Femoral Artery,",Femoral,,,,,,,,,,,,,,
"Femoral artery,",Femoral,,,,,,,,,,,,,,
"Femoral artery, left leg,",Femoral,,,,,,,,,,,,,,
"Femoral region,",Femoral,,,,,,,,,,,,,,
"Femoral vein,",Femoral,,,,,,,,,,,,,,
"Femoral vein at hip and thigh level,",Femoral,,,,,,,,,,,,,,
"Femoral vein at hip and thigh level, left leg,",Femoral,,,,,,,,,,,,,,
"Femoral vein at hip and thigh level, right leg,",Femoral,,,,,,,,,,,,,,
"Femur,",Femur,,,,,,,,,,,,,,
"Femur.,",Femur,,,,,,,,,,,,,,
"Fetal blood,",blood,,,,,,,,,,,,,,
"Fetal brain,",Brain,,,,,,,,,,,,,,
"Fetal heart,",heart,,,,,,,,,,,,,,
"Fetal liver,",liver,,,,,,,,,,,,,,
"Fibula,",Fibula,,,,,,,,,,,,,,
"Fibula.,",Fibula,,,,,,,,,,,,,,
"Fifth metacarpal bone,",Metacarpal,,,,,,,,,,,,,,
"Fifth metacarpal bone, left hand,",hand,,,,,,,,,,,,,,
"Fifth metatarsal bone,",Foot,,,,,,,,,,,,,,
"Fifth metatarsal bone, left foot,",Foot,,,,,,,,,,,,,,
"Fifth metatarsal bone, right foot,",Foot,,,,,,,,,,,,,,
"Fifth metatarsal.,",Foot,,,,,,,,,,,,,,
"Finger,",Finger,,,,,,,,,,,,,,
"Finger (specifically the distal interphalangeal joint),",Finger,,,,,,,,,,,,,,
"Finger Joint,",Finger,,,,,,,,,,,,,,
"Finger joints,",Finger,,,,,,,,,,,,,,
"Finger joints.,",Finger,,,,,,,,,,,,,,
"Finger(s),",Finger,,,,,,,,,,,,,,
"Finger.,",Finger,,,,,,,,,,,,,,
"Fingers,",Finger,,,,,,,,,,,,,,
"Fingers (nail),",Finger,,,,,,,,,,,,,,
"Fingers and hand,",hand,,,,,,,,,,,,,,
"Fingers and toes,",Finger,,,,,,,,,,,,,,
"First Carpometacarpal Joint,",Metacarpal,,,,,,,,,,,,,,
"First Carpometacarpal Joint, Left Hand,",hand,,,,,,,,,,,,,,
"First Carpometacarpal Joint, Right Hand,",hand,,,,,,,,,,,,,,
"First carpometacarpal joint,",Metacarpal,,,,,,,,,,,,,,
"First carpometacarpal joint, left hand,",hand,,,,,,,,,,,,,,
"First carpometacarpal joints,",Metacarpal,,,,,,,,,,,,,,
"First cervical vertebra,",Spinal Cord,,,,,,,,,,,,,,
"First cervical vertebra (C1),",Spinal Cord,,,,,,,,,,,,,,
"First metacarpal bone,",Metacarpal,,,,,,,,,,,,,,
"First metacarpal bone, left hand,",hand,,,,,,,,,,,,,,
"First metacarpal bone, right hand,",hand,,,,,,,,,,,,,,
"First metacarpal bone, right hand.,",hand,,,,,,,,,,,,,,
"First metatarsal bone,",Foot,,,,,,,,,,,,,,
"First metatarsal bone, left foot,",Foot,,,,,,,,,,,,,,
"First metatarsal bone, right foot,",Foot,,,,,,,,,,,,,,
"First metatarsal bone, right foot.,",Foot,,,,,,,,,,,,,,
"Flexor tendons,",hand,,,,,,,,,,,,,,
"Foot,",Foot,,,,,,,,,,,,,,
"Foot (Muscle),",Foot,,,,,,,,,,,,,,
"Foot and Toes,",Foot,toe,,,,,,,,,,,,,
"Foot and ankle,",Foot,Ankle,,,,,,,,,,,,,
"Foot and toes,",Foot,toe,,,,,,,,,,,,,
"Foot.,",Foot,,,,,,,,,,,,,,
"Forearm,",Forearm,,,,,,,,,,,,,,
"Forearm and Hand,",Forearm,Hand,,,,,,,,,,,,,
"Forearm and hand,",Forearm,hand,,,,,,,,,,,,,
"Forearm and hand, right upper limb.,",Forearm,upper limb,hand,,,,,,,,,,,,
"Forearm.,",Forearm,,,,,,,,,,,,,,
"Foregut,",Foregut,,,,,,,,,,,,,,
"Forehead and Cheek,",skull,Cheek,,,,,,,,,,,,,
"Forehead and Cheek.,",skull,Cheek,,,,,,,,,,,,,
"Forehead and cheek,",skull,Cheek,,,,,,,,,,,,,
"Forehead and cheek.,",skull,Cheek,,,,,,,,,,,,,
"Fourth Lumbar Vertebra,",Spinal Cord,,,,,,,,,,,,,,
"Fourth Metacarpal Bone,",Metacarpal,,,,,,,,,,,,,,
"Fourth cervical vertebra,",Spinal Cord,,,,,,,,,,,,,,
"Fourth cervical vertebra.,",Spinal Cord,,,,,,,,,,,,,,
"Fourth lumbar vertebra,",Spinal Cord,,,,,,,,,,,,,,
"Fourth metacarpal bone,",Metacarpal,,,,,,,,,,,,,,
"Fourth metacarpal bone, left hand,",hand,,,,,,,,,,,,,,
"Fourth metacarpal bone, left hand.,",hand,,,,,,,,,,,,,,
"Fourth metacarpal bone, right hand,",hand,,,,,,,,,,,,,,
"Fourth metatarsal bone,",Foot,,,,,,,,,,,,,,
"Fourth metatarsal bone, left foot,",Foot,,,,,,,,,,,,,,
"Fourth metatarsal bone, right foot,",Foot,,,,,,,,,,,,,,
"Front wall of thorax,",Thorax,,,,,,,,,,,,,,
"Front wall of thorax.,",Thorax,,,,,,,,,,,,,,
"Frontal Sinus,",sinus,,,,,,,,,,,,,,
"Frontal lobe,",brain,,,,,,,,,,,,,,
"Frontal sinus,",sinus,,,,,,,,,,,,,,
"Functional implant - unspecified.,",Functional implant - unspecified,,,,,,,,,,,,,,
"Fungal Infections: Whole Body,",Fungal Infections: Whole Body,,,,,,,,,,,,,,
"Gallbladder,",Gallbladder,,,,,,,,,,,,,,
"Gallbladder and bile duct,",Gallbladder,bile ducts,,,,,,,,,,,,,
"Gastric or duodenal sound - Gastrointestinal System,",Mouth,Esophagus,Stomach,Small Intestine,Liver,Gallbladder,Pancreas,Large Intestine,Rectum,Anus,,,,,
"Gastrointestinal Sites,",Mouth,Esophagus,Stomach,Small Intestine,Liver,Gallbladder,Pancreas,Large Intestine,Rectum,Anus,,,,,
"Gastrointestinal System,",Mouth,Esophagus,Stomach,Small Intestine,Liver,Gallbladder,Pancreas,Large Intestine,Rectum,Anus,,,,,
"Gastrointestinal Tract,",Mouth,Esophagus,Stomach,Small Intestine,Liver,Gallbladder,Pancreas,Large Intestine,Rectum,Anus,,,,,
"Gastrointestinal and urological devices associated with adverse incidents affect the Gastrointestinal Tract.,",Mouth,Esophagus,Stomach,Small Intestine,Liver,Gallbladder,Pancreas,Large Intestine,Rectum,Anus,,,,,
"Gastrointestinal prosthetic devices, implants, and grafts,",Mouth,Esophagus,Stomach,Small Intestine,Liver,Gallbladder,Pancreas,Large Intestine,Rectum,Anus,,,,,
"Gastrointestinal prosthetic devices, implants, and grafts - Abdomen,",Abdomen,,,,,,,,,,,,,,
"Gastrointestinal system,",Mouth,Esophagus,Stomach,Small Intestine,Liver,Gallbladder,Pancreas,Large Intestine,Rectum,Anus,,,,,
"Gastrointestinal system.,",Mouth,Esophagus,Stomach,Small Intestine,Liver,Gallbladder,Pancreas,Large Intestine,Rectum,Anus,,,,,
"Gastrointestinal tract,",Mouth,Esophagus,Stomach,Small Intestine,Liver,Gallbladder,Pancreas,Large Intestine,Rectum,Anus,,,,,
"Gastrointestinal tularemia - Gastrointestinal tract.,",Mouth,Esophagus,Stomach,Small Intestine,Liver,Gallbladder,Pancreas,Large Intestine,Rectum,Anus,,,,,
"General,",General,,,,,,,,,,,,,,
"General Body Systems,",General Body Systems,,,,,,,,,,,,,,
"Generalized Muscles,",Generalized Muscles,,,,,,,,,,,,,,
"Generalized body malaise,",Generalized body malaise,,,,,,,,,,,,,,
"Generalized body part.,",Generalized ,,,,,,,,,,,,,,
"Generalized body system,",Generalized body system,,,,,,,,,,,,,,
"Genes.,",Genes,,,,,,,,,,,,,,
"Genetic and chromosomal anomalies - Whole body,",Genetic and chromosomal anomalies - Whole body,,,,,,,,,,,,,,
"Genetic counseling - Whole body,",Genetic counseling - Whole body,,,,,,,,,,,,,,
"Genetic disease - All body parts,",Genetic disease - All s,,,,,,,,,,,,,,
"Genetic disease carrier status - No specific body part affected,",Genetic disease carrier status - No specific  affected,,,,,,,,,,,,,,
"Genetic disease carrier status for procreative management: Whole body.,",Genetic disease carrier status for procreative management: Whole body,,,,,,,,,,,,,,
"Geniculate ganglion,",Geniculate ganglion,,,,,,,,,,,,,,
"Genital Tract,",kidneys,ureters,uniray bladder,urethra,,,,,,,,,,,
"Genital area,",kidneys,ureters,uniray bladder,urethra,,,,,,,,,,,
"Genital area.,",kidneys,ureters,uniray bladder,urethra,,,,,,,,,,,
"Genital organ(s),",kidneys,ureters,uniray bladder,urethra,,,,,,,,,,,
"Genital organs,",kidneys,ureters,uniray bladder,urethra,,,,,,,,,,,
"Genital tract,",kidneys,ureters,uniray bladder,urethra,,,,,,,,,,,
"Genital tract and pelvic infection,",kidneys,ureters,uniray bladder,urethra,,,,,,,,,,,
"Genitalia,",kidneys,ureters,uniray bladder,urethra,,,,,,,,,,,
"Genitalia.,",kidneys,ureters,uniray bladder,urethra,,,,,,,,,,,
"Genitals,",kidneys,ureters,uniray bladder,urethra,,,,,,,,,,,
"Genitourinary Organ,",kidneys,ureters,uniray bladder,urethra,,,,,,,,,,,
"Genitourinary System,",kidneys,ureters,uniray bladder,urethra,,,,,,,,,,,
"Genitourinary organ,",kidneys,ureters,uniray bladder,urethra,,,,,,,,,,,
"Genitourinary organs,",kidneys,ureters,uniray bladder,urethra,,,,,,,,,,,
"Genitourinary system,",kidneys,ureters,uniray bladder,urethra,,,,,,,,,,,
"Genitourinary system organ,",kidneys,ureters,uniray bladder,urethra,,,,,,,,,,,
"Genitourinary system organ or structure,",kidneys,ureters,uniray bladder,urethra,,,,,,,,,,,
"Genitourinary system organs or structures,",kidneys,ureters,uniray bladder,urethra,,,,,,,,,,,
"Genitourinary system.,",kidneys,ureters,uniray bladder,urethra,,,,,,,,,,,
"Genitourinary tract,",kidneys,ureters,uniray bladder,urethra,,,,,,,,,,,
"Gingiva,",Gingiva,,,,,,,,,,,,,,
"Gingiva and edentulous alveolar ridge,",Gingiva,,,,,,,,,,,,,,
"Gravid uterus,",Gravid uterus,,,,,,,,,,,,,,
"Great Toe,",Great Toe,,,,,,,,,,,,,,
"Great arteries,",Great arteries,,,,,,,,,,,,,,
"Great toe,",Great Toe,,,,,,,,,,,,,,
"Great toe.,",Great Toe,,,,,,,,,,,,,,
"Great vein,",Great vein,,,,,,,,,,,,,,
"Great veins,",Great vein,,,,,,,,,,,,,,
"Greater saphenous vein,",legs,,,,,,,,,,,,,,
"Greater saphenous vein at hip and thigh level,",legs,,,,,,,,,,,,,,
"Greater saphenous vein at hip and thigh level, left leg,",legs,,,,,,,,,,,,,,
"Greater saphenous vein at hip and thigh level, left leg.,",legs,,,,,,,,,,,,,,
"Greater saphenous vein at hip and thigh level, right leg.,",legs,,,,,,,,,,,,,,
"Greater trochanter of femur,",femur,,,,,,,,,,,,,,
"Groin,",Groin,,,,,,,,,,,,,,
"Growth and development,",Growth and development,,,,,,,,,,,,,,
"Growth plate,",Growth plate,,,,,,,,,,,,,,
"Growth plates,",Growth plates,,,,,,,,,,,,,,
"Gum,",Gum,,,,,,,,,,,,,,
"Gums,",Gum,,,,,,,,,,,,,,
"Gut,",Gut,,,,,,,,,,,,,,
"Hair,",hair,,,,,,,,,,,,,,
"Hair.,",hair,,,,,,,,,,,,,,
"Hamate bone,",Hamate bone,,,,,,,,,,,,,,
"Hand,",Hand,,,,,,,,,,,,,,
"Hand and Finger,",Hand,Finger,,,,,,,,,,,,,
"Hand and Fingers,",Hand,Finger,,,,,,,,,,,,,
"Hand and Wrist,",Hand,Wrist,,,,,,,,,,,,,
"Hand and fingers,",Hand,Finger,,,,,,,,,,,,,
"Hand and fingers.,",Hand,Finger,,,,,,,,,,,,,
"Hand and forearm,",Hand,forearm,,,,,,,,,,,,,
"Hand and wrist,",Hand,Wrist,,,,,,,,,,,,,
"Hand.,",Hand,,,,,,,,,,,,,,
"Handgun,",Hand,,,,,,,,,,,,,,
"Handgun discharge, undetermined intent, subsequent encounter affects the Upper limb.,",Hand,upper limb,,,,,,,,,,,,,
"Hands,",Hand,,,,,,,,,,,,,,
"Hands and Fingers,",Hand,Finger,,,,,,,,,,,,,
"Hands and feet.,",Hand,Foot,,,,,,,,,,,,,
"Hard Palate,",Mouth,,,,,,,,,,,,,,
"Head,",skull,,,,,,,,,,,,,,
"Head and Neck,",skull,neck,,,,,,,,,,,,,
"Head of femur,",femur,,,,,,,,,,,,,,
"Head of left femur,",femur,,,,,,,,,,,,,,
"Head of left radius,",skull,,,,,,,,,,,,,,
"Head of right femur,",femur,,,,,,,,,,,,,,
"Head region,",skull,,,,,,,,,,,,,,
"Head, Face and Neck,",skull,Face,,,,,,,,,,,,,
"Head, Face, Neck,",skull,Face,neck,,,,,,,,,,,,
"Head, Face, and Neck,",skull,Face,neck,,,,,,,,,,,,
"Head, Face, and Neck.,",skull,Face,neck,,,,,,,,,,,,
"Head, Neck, Spine (vertebrae), Shoulders, Arms, Elbows, Hands, Hips, Legs, Knees, Ankles, Feet.,",skull,neck,Spinal Cord,Shoulder,Arms,Elbow,Hand,Hips,Legs,Knee,Ankle,Foot,,,
"Head, face, and neck,",skull,Face,neck,,,,,,,,,,,,
"Head, face, and neck.,",skull,Face,neck,,,,,,,,,,,,
"Head.,",skull,,,,,,,,,,,,,,
"Health care facilities and services,",Health care facilities and services,,,,,,,,,,,,,,
"Heart,",Heart,,,,,,,,,,,,,,
"Heart and Kidneys,",Heart,kidneys,,,,,,,,,,,,,
"Heart and Lungs,",Heart,lungs,,,,,,,,,,,,,
"Heart-Lung,",Heart,lungs,,,,,,,,,,,,,
"Heel,",Heel,,,,,,,,,,,,,,
"Heel and Midfoot,",Heel,Foot,,,,,,,,,,,,,
"Heel and midfoot,",Heel,Foot,,,,,,,,,,,,,
"Heel, right foot,",Heel,Foot,,,,,,,,,,,,,
"Heelies,",Heel,,,,,,,,,,,,,,
"Heelies colliding with stationary object affects the Heel.,",Heel,,,,,,,,,,,,,,
"Heelies colliding with stationary object affects the ankle.,",Heel,,,,,,,,,,,,,,
"Hemorrhage, not elsewhere classified - Any body part,",Hemorrhage,,,,,,,,,,,,,,
"Highway rest stop: Legs,",Legs,,,,,,,,,,,,,,
"Hindgut,",Hindgut,,,,,,,,,,,,,,
"Hip,",Hips,,,,,,,,,,,,,,
"Hip Joint,",Hips,,,,,,,,,,,,,,
"Hip and Pelvis,",Hips,Pelvis,,,,,,,,,,,,,
"Hip and Thigh,",Hips,Thigh,,,,,,,,,,,,,
"Hip and Thigh.,",Hips,Thigh,,,,,,,,,,,,,
"Hip and thigh,",Hips,Thigh,,,,,,,,,,,,,
"Hip and thigh.,",Hips,Thigh,,,,,,,,,,,,,
"Hips,",Hips,,,,,,,,,,,,,,
"Hormone glands,",Hormone glands,,,,,,,,,,,,,,
"Hormones,",Hormone glands,,,,,,,,,,,,,,
"Humerus,",Humerus,,,,,,,,,,,,,,
"Humerus.,",Humerus,,,,,,,,,,,,,,
"Hypopharynx,",Pharynx,,,,,,,,,,,,,,
"Ileum,",Ileum,,,,,,,,,,,,,,
"Iliac artery,",Iliac artery,,,,,,,,,,,,,,
"Iliac blood vessel,",blood vessels,,,,,,,,,,,,,,
"Iliac blood vessel(s),",blood vessels,,,,,,,,,,,,,,
"Iliac blood vessels,",blood vessels,,,,,,,,,,,,,,
"Iliac blood vessels.,",blood vessels,,,,,,,,,,,,,,
"Iliac vein,",Iliac artery,,,,,,,,,,,,,,
"Iliac vein.,",Iliac artery,,,,,,,,,,,,,,
"Ilium,",ilium,,,,,,,,,,,,,,
"Ill-defined sites,",Ill-defined sites,,,,,,,,,,,,,,
"Immune System,",Bone Marrow,Thymus,Spleen,Lymph Nodes,Tonsils,Lymphatic Vessels,White Blood Cells,Adenoids,,,,,,,
"Immune system,",Bone Marrow,Thymus,Spleen,Lymph Nodes,Tonsils,Lymphatic Vessels,White Blood Cells,Adenoids,,,,,,,
"Immune system.,",Bone Marrow,Thymus,Spleen,Lymph Nodes,Tonsils,Lymphatic Vessels,White Blood Cells,Adenoids,,,,,,,
"Immunodeficiency,",Immunodeficiency,,,,,,,,,,,,,,
"Index Finger,",Finger,,,,,,,,,,,,,,
"Index finger,",Finger,,,,,,,,,,,,,,
"Inferior mesenteric artery,",Inferior mesenteric artery,,,,,,,,,,,,,,
"Inferior mesenteric vein,",Inferior mesenteric artery,,,,,,,,,,,,,,
"Inferior mesenteric vein.,",Inferior mesenteric artery,,,,,,,,,,,,,,
"Inferior vena cava,",Inferior mesenteric artery,,,,,,,,,,,,,,
"Infusion catheter,",Catheter,,,,,,,,,,,,,,
"Inguinal and lower limb lymph nodes,",Lymph nodes of lower limb,lymph nodes of inguinal region,,,,,,,,,,,,,
"Inguinal region,",lymph nodes of inguinal region,,,,,,,,,,,,,,
"Inner ear,",Ear,,,,,,,,,,,,,,
"Innominate artery,",Innominate artery,,,,,,,,,,,,,,
"Innominate or subclavian artery,",Innominate artery,,,,,,,,,,,,,,
"Innominate vein,",Innominate artery,,,,,,,,,,,,,,
"Integument,",Integument,,,,,,,,,,,,,,
"Integument, limbs, and musculoskeletal system,",Integument,limbs,,,,,,,,,,,,,
"Intercostal blood vessels,",blood vessels,,,,,,,,,,,,,,
"Intercostal blood vessels, right side,",blood vessels,,,,,,,,,,,,,,
"Intercostal muscles,",Intercostal muscles,,,,,,,,,,,,,,
"Intercostal muscles, right side.,",Intercostal muscles,,,,,,,,,,,,,,
"Intercostal nerves.,",Intercostal nerves,,,,,,,,,,,,,,
"Internal Jugular Vein,",Internal Jugular Vein,,,,,,,,,,,,,,
"Internal jugular vein,",Internal Jugular Vein,,,,,,,,,,,,,,
"Internal orthopedic prosthetic devices, implants and grafts - Bones (Tibia, Femur, Humerus, Pelvis, Ribs, Skull, Spine (vertebrae)),",tibia,Femur,Humerus,Pelvis,Ribs,Skull,Spinal Cord,,,,,,,,
"Internal prosthetic devices, implants, and grafts - Blood Vessels,",Blood Vessels,,,,,,,,,,,,,,
"Internal prosthetic devices, implants, and grafts: Fibrosis due to other internal prosthetic devices, implants and grafts, subsequent encounter affects the Skin.,",Skin,,,,,,,,,,,,,,
"Interphalangeal joint of left lesser toe,",toe,,,,,,,,,,,,,,
"Intestinal,",small intestine,large intestine,,,,,,,,,,,,,
"Intestinal System,",small intestine,large intestine,,,,,,,,,,,,,
"Intestinal pouch: Joints,",small intestine,large intestine,,,,,,,,,,,,,
"Intestinal system.,",small intestine,large intestine,,,,,,,,,,,,,
"Intestinal tract,",small intestine,large intestine,,,,,,,,,,,,,
"Intestinal-genital tract.,",small intestine,large intestine,,,,,,,,,,,,,
"Intestine,",small intestine,large intestine,,,,,,,,,,,,,
"Intestine.,",small intestine,large intestine,,,,,,,,,,,,,
"Intestines,",small intestine,large intestine,,,,,,,,,,,,,
"Intra-abdominal lymph nodes,",Abdominal lymph nodes,,,,,,,,,,,,,,
